"CUSTOMER_ASSET_OBJECTIVE_ID","CUSTOMER_ID","ASSET_OBJECTIVE_ID","TOTAL"
934,934,1,94703.2
935,935,1,195969.79
936,936,1,1688989.25
937,937,1,1493763.55
938,938,1,2873673.22
939,939,1,1784958.34
940,940,1,2371276.22
941,941,1,699259.97
942,942,1,1338675.84
943,943,1,477037.15
944,944,1,1266356.4
945,945,1,1004721.7
946,946,1,755871.55
947,947,1,1761219.94
948,948,1,2541871.01
949,949,1,1624463.71
950,950,1,763974.96
951,951,1,394792.24
952,952,1,69389.6
953,953,1,234025.34
954,954,1,10265.76
955,955,1,1406314.37
956,956,1,1294841.28
957,957,1,182358.32
958,958,1,623133.36
959,959,1,50293.44
960,960,1,414898.42
961,961,1,1823971.97
962,962,1,408701.95
963,963,1,1068147.94
964,964,1,1347837.12
965,965,1,1789365.7
966,966,1,1201640.06
967,967,1,1190231.46
968,968,1,951719.62
969,969,1,251126.4
970,970,1,1672450.37
971,971,1,835522.37
972,972,1,1992525.91
973,973,1,1012044.96
974,974,1,2845686.82
975,975,1,1282098.24
976,976,1,1256990.98
977,977,1,1400402.59
978,978,1,106848.72
979,979,1,1363560.77
980,980,1,359870.98
981,981,1,896315.18
982,982,1,1404306.86
983,983,1,387815.44
984,984,1,173367.76
985,985,1,574983.04
986,986,1,402903.22
987,987,1,1821504.38
988,988,1,1171052.78
989,989,1,592877.57
990,990,1,387995.76
991,991,1,766022.98
992,992,1,512622.24
993,993,1,364426.8
994,994,1,363160.88
995,995,1,1124773.49
996,996,1,604835.84
997,997,1,300069.12
998,998,1,542811.84
999,999,1,495994.9
1000,1000,1,814672.94
1001,1001,1,745302.82
1002,1002,1,242445.68
1003,1003,1,58583.36
1004,1004,1,643894.66
1005,1005,1,162651.36
1006,1006,1,1288150.92
1007,1007,1,1671853.14
1008,1008,1,436624.2
1009,1009,1,1392487.92
1010,1010,1,1718299.26
1011,1011,1,494179.56
1012,1012,1,69497.57
1013,1013,1,812300.74
1014,1014,1,523890.29
1015,1015,1,223250.5
1016,1016,1,1859540.93
1017,1017,1,513753.6
1018,1018,1,842403.84
1019,1019,1,717386.3
1020,1020,1,1322723.52
1021,1021,1,1740066.91
1022,1022,1,1530829.73
1023,1023,1,2659897.44
1024,1024,1,827729.93
1025,1025,1,1429990.27
1026,1026,1,2749542.05
1027,1027,1,2213895.6
1028,1028,1,2049331.92
1029,1029,1,935910.48
1030,1030,1,1396056.96
1031,1031,1,917713.44
1032,1032,1,1937634.34
1033,1033,1,91493.06
1034,1034,1,1353591.12
1035,1035,1,557180.78
1036,1036,1,1265894.59
1037,1037,1,586140.8
1038,1038,1,689601.84
1039,1039,1,636222.08
1040,1040,1,1664642.69
1041,1041,1,751298.32
1042,1042,1,757112.83
1043,1043,1,1573886.4
1044,1044,1,47450.88
1045,1045,1,1737843.46
1046,1046,1,831931.92
1047,1047,1,1666792.8
1048,1048,1,168267.24
1049,1049,1,225108.29
1050,1050,1,489838.66
1051,1051,1,1496848.48
1052,1052,1,1681333.63
1053,1053,1,2580562.66
1054,1054,1,2104513.63
1055,1055,1,408681.07
1056,1056,1,1352783.23
1057,1057,1,757761.12
1058,1058,1,176758.27
1059,1059,1,463871.52
1060,1060,1,2167852.61
1061,1061,1,2298734.21
1062,1062,1,1438676.64
1063,1063,1,2699282.88
1064,1064,1,1841782.08
1065,1065,1,171898.96
1066,1066,1,336130.08
1067,1067,1,379945.44
1068,1068,1,463579.6
1069,1069,1,486041.28
1070,1070,1,874747.58
1071,1071,1,1677358.66
1072,1072,1,1180562.69
1073,1073,1,715487.04
1074,1074,1,120211.04
1075,1075,1,1269971.28
1076,1076,1,440319.12
1077,1077,1,1315071.36
1078,1078,1,505691.14
1079,1079,1,103167.36
1080,1080,1,605844.64
1081,1081,1,1241676.43
1082,1082,1,416063.38
1083,1083,1,343568.88
1084,1084,1,269220.96
1085,1085,1,2194957.92
1086,1086,1,356282.16
1087,1087,1,241052.94
1088,1088,1,666697.5
1089,1089,1,212393.86
1090,1090,1,618432.32
1091,1091,1,1898681.28
1092,1092,1,286738.56
1093,1093,1,452828.74
1094,1094,1,1542261.84
1095,1095,1,650216.16
1096,1096,1,1709306.4
1097,1097,1,434256.77
1098,1098,1,2312489.04
1099,1099,1,1221269.52
1100,1100,1,291596.83
1101,1101,1,2291087.81
1102,1102,1,1202435.76
1103,1103,1,116397.44
1104,1104,1,1133968.13
1105,1105,1,387654.34
1106,1106,1,1291266.56
1107,1107,1,904421.23
1108,1108,1,1101062.74
1109,1109,1,1397761.34
1110,1110,1,453447.36
1111,1111,1,1771739.9
1112,1112,1,632195.9
1113,1113,1,151398
1114,1114,1,143762.64
1115,1115,1,876747.6
1116,1116,1,180787.6
1117,1117,1,583027.49
1118,1118,1,294356.16
1119,1119,1,88664.4
1120,1120,1,1504827.65
1121,1121,1,372042.72
1122,1122,1,305786.7
1123,1123,1,1177208.28
1124,1124,1,1454321.88
1125,1125,1,1299961.08
1126,1126,1,968926.27
1127,1127,1,947436.48
1128,1128,1,1710654.24
1129,1129,1,2545459.49
1130,1130,1,1965539.04
1131,1131,1,673831.01
1132,1132,1,1045227.84
1133,1133,1,1584345.6
1134,1134,1,619668.96
1135,1135,1,238807.3
1136,1136,1,764727.36
1137,1137,1,2348372.16
1138,1138,1,1228774.46
1139,1139,1,1460137.15
1140,1140,1,730359.04
1141,1141,1,431377.78
1142,1142,1,288946.75
1143,1143,1,472905.76
1144,1144,1,1551384.19
1145,1145,1,228111.44
1146,1146,1,547039.76
1147,1147,1,196998.77
1148,1148,1,1255718.21
1149,1149,1,1259373.89
1150,1150,1,995544.72
1151,1151,1,906344
1152,1152,1,1218202.08
1153,1153,1,1308686.58
1154,1154,1,1013625.12
1155,1155,1,921612.06
1156,1156,1,8613.72
1157,1157,1,198908.1
1158,1158,1,1775159.23
1159,1159,1,934507.01
1160,1160,1,1050192.64
1161,1161,1,227210.24
1162,1162,1,1141956.96
1163,1163,1,2304342.72
1164,1164,1,1862702.4
1165,1165,1,1489325.76
1166,1166,1,1282090.75
1167,1167,1,980527.68
1168,1168,1,85164.77
1169,1169,1,2072417.76
1170,1170,1,486635.9
1171,1171,1,345367.44
1172,1172,1,1510872.58
1173,1173,1,163345.92
1174,1174,1,766964.54
1175,1175,1,48938.69
1176,1176,1,914172.34
1177,1177,1,318909.74
1178,1178,1,140029.92
1179,1179,1,1273087.3
1180,1180,1,859732.32
1181,1181,1,282471.52
1182,1182,1,1365707.14
1183,1183,1,906332.35
1184,1184,1,1062135.36
1185,1185,1,1286218.75
1186,1186,1,425559.6
1187,1187,1,771836.54
1188,1188,1,930398.98
1189,1189,1,1612930.18
1190,1190,1,331322.88
1191,1191,1,198326.8
1192,1192,1,1084187.9
1193,1193,1,480407.23
1194,1194,1,724683.84
1195,1195,1,341208
1196,1196,1,742157.04
1197,1197,1,1240509.96
1198,1198,1,783736.74
1199,1199,1,289605.06
1200,1200,1,1165473.9
1201,1201,1,1071206.72
1202,1202,1,665648.64
1203,1203,1,1402074.82
1204,1204,1,1141384.64
1205,1205,1,831553.34
1206,1206,1,1508482.18
1207,1207,1,369419.52
1208,1208,1,2808383.62
1209,1209,1,1095039.65
1210,1210,1,1652394.24
1211,1211,1,2057193.12
1212,1212,1,268809.98
1213,1213,1,1338593.47
1214,1214,1,1291983.26
1215,1215,1,683286
1216,1216,1,537541.92
1217,1217,1,593931.84
1218,1218,1,751574.45
1219,1219,1,399248.96
1220,1220,1,233425.73
1221,1221,1,479782.72
1222,1222,1,343047.44
1223,1223,1,149567.04
1224,1224,1,150387.6
1225,1225,1,342487.68
1226,1226,1,154001.47
1227,1227,1,53909.04
1228,1228,1,1866019.97
1229,1229,1,354709.2
1230,1230,1,1003424.98
1231,1231,1,1257637.63
1232,1232,1,1815963.84
1233,1233,1,1703363.28
1234,1234,1,1348943.22
1235,1235,1,2098471.2
1236,1236,1,563159.04
1237,1237,1,1566347.94
1238,1238,1,940889.6
1239,1239,1,536538.05
1240,1240,1,920101.92
1241,1241,1,1593982.08
1242,1242,1,1567827.65
1243,1243,1,1770631.2
1244,1244,1,473541.7
1245,1245,1,93935.04
1246,1246,1,2702121.41
1247,1247,1,2486362.75
1248,1248,1,1297506.48
1249,1249,1,2644248.96
1250,1250,1,1327250.4
1251,1251,1,1610053.25
1252,1252,1,1431600.38
1253,1253,1,1367210.74
1254,1254,1,515312.08
1255,1255,1,605304.4
1256,1256,1,1380477.74
1257,1257,1,79322.98
1258,1258,1,618603.68
1259,1259,1,511757.86
1260,1260,1,208855.68
1261,1261,1,33031.68
1262,1262,1,1707239.23
1263,1263,1,1042139.9
1264,1264,1,1606231.49
1265,1265,1,261397.44
1266,1266,1,168462.18
1267,1267,1,810991.44
1268,1268,1,522508.32
1269,1269,1,470330.4
1270,1270,1,1737918.24
1271,1271,1,931414.5
1272,1272,1,536261.58
1273,1273,1,366014.98
1274,1274,1,56106.82
1275,1275,1,583530.62
1276,1276,1,547389.14
1277,1277,1,271101.89
1278,1278,1,1332733.54
1279,1279,1,1794832.7
1280,1280,1,2630935.3
1281,1281,1,1105003.01
1282,1282,1,1505604.67
1283,1283,1,446929.06
1284,1284,1,805950.72
1285,1285,1,1296809.86
1286,1286,1,2403259.2
1287,1287,1,1321175.81
1288,1288,1,581016.96
1289,1289,1,2454731.71
1290,1290,1,2274744.67
1291,1291,1,1540676.4
1292,1292,1,1177901.28
1293,1293,1,1722714.62
1294,1294,1,1553332.64
1295,1295,1,1198452
1296,1296,1,1596691.97
1297,1297,1,233137.92
1298,1298,1,792937.12
1299,1299,1,92018.02
1300,1300,1,619463.66
1301,1301,1,949548.48
1302,1302,1,637492.18
1303,1303,1,519276.88
1304,1304,1,1159421.12
1305,1305,1,302614.42
1306,1306,1,1791408.77
1307,1307,1,212335.36
1308,1308,1,9760.51
1309,1309,1,1238403.26
1310,1310,1,269834.69
1311,1311,1,729980.16
1312,1312,1,1031540.16
1313,1313,1,1824955.39
1314,1314,1,370824.32
1315,1315,1,693375.84
1316,1316,1,102687.7
1317,1317,1,967843.84
1318,1318,1,432977.33
1319,1319,1,347732.74
1320,1320,1,744607.44
1321,1321,1,837082.08
1322,1322,1,1387258.08
1323,1323,1,1744216.42
1324,1324,1,1911804.48
1325,1325,1,1482499.58
1326,1326,1,1784364.12
1327,1327,1,1137946.32
1328,1328,1,602754.05
1329,1329,1,617607.6
1330,1330,1,1821982.46
1331,1331,1,1571980.61
1332,1332,1,1958276.45
1333,1333,1,1078836.48
1334,1334,1,902808.96
1335,1335,1,1119624.96
1336,1336,1,84170.32
1337,1337,1,48843.04
1338,1338,1,692139.07
1339,1339,1,774275.2
1340,1340,1,497432.02
1341,1341,1,153058.4
1342,1342,1,935133.55
1343,1343,1,128584.32
1344,1344,1,440267.18
1345,1345,1,95957.95
1346,1346,1,1533678.34
1347,1347,1,636244.8
1348,1348,1,537628.32
1349,1349,1,207619.49
1350,1350,1,623266.96
1351,1351,1,363832.48
1352,1352,1,604206.14
1353,1353,1,91954.32
1354,1354,1,1048130.1
1355,1355,1,821324.16
1356,1356,1,1988779.68
1357,1357,1,1251346.86
1358,1358,1,1425318.48
1359,1359,1,561087.79
1360,1360,1,1074773.18
1361,1361,1,1373380.48
1362,1362,1,2095310.59
1363,1363,1,1367616.1
1364,1364,1,1871645.76
1365,1365,1,2189196.72
1366,1366,1,805248.96
1367,1367,1,1819343.52
1368,1368,1,928300.8
1369,1369,1,1995686.4
1370,1370,1,1358079.12
1371,1371,1,1084169.04
1372,1372,1,1339157.04
1373,1373,1,1515755.81
1374,1374,1,310210.13
1375,1375,1,786499.36
1376,1376,1,390810.32
1377,1377,1,1295966.21
1378,1378,1,26082.8
1379,1379,1,45803.6
1380,1380,1,912106.66
1381,1381,1,1647179.14
1382,1382,1,1209508.96
1383,1383,1,564427.04
1384,1384,1,1418345.28
1385,1385,1,916100.64
1386,1386,1,136856.3
1387,1387,1,1375589.57
1388,1388,1,1723606.66
1389,1389,1,242955.36
1390,1390,1,738184.4
1391,1391,1,612527.2
1392,1392,1,1234574.88
1393,1393,1,223687.44
1394,1394,1,1131384.96
1395,1395,1,211650.66
1396,1396,1,1359443.88
1397,1397,1,1188125.82
1398,1398,1,507210.62
1399,1399,1,1305946.4
1400,1400,1,1522057.12
1401,1401,1,1714204.42
1402,1402,1,170795.9
1403,1403,1,2823247.87
1404,1404,1,966233.09
1405,1405,1,935046.43
1406,1406,1,707778.48
1407,1407,1,581887.3
1408,1408,1,1363194.48
1409,1409,1,8813.09
1410,1410,1,907878
1411,1411,1,1332570.82
1412,1412,1,6488.42
1413,1413,1,856867.97
1414,1414,1,1350086.4
1415,1415,1,1879504.51
1416,1416,1,152307.6
1417,1417,1,248374.85
1418,1418,1,359645.38
1419,1419,1,1020452.16
1420,1420,1,780492.67
1421,1421,1,345235.52
1422,1422,1,950130
1423,1423,1,96629.52
1424,1424,1,1251768.19
1425,1425,1,1474786.8
1426,1426,1,1208386.44
1427,1427,1,1134434.16
1428,1428,1,562605.12
1429,1429,1,1017072.29
1430,1430,1,731845.58
1431,1431,1,733968.29
1432,1432,1,2069698.46
1433,1433,1,1952771.33
1434,1434,1,1215794.02
1435,1435,1,1056414.82
1436,1436,1,290173.44
1437,1437,1,144127.94
1438,1438,1,1560082.75
1439,1439,1,1008107.64
1440,1440,1,2303875.92
1441,1441,1,1931364.72
1442,1442,1,694800.07
1443,1443,1,118149.28
1444,1444,1,1792231.1
1445,1445,1,1382547.6
1446,1446,1,1375985.86
1447,1447,1,643167.79
1448,1448,1,8813.84
1449,1449,1,530676
1450,1450,1,752928.08
1451,1451,1,592530.05
1452,1452,1,1376136.19
1453,1453,1,613001.09
1454,1454,1,499193.6
1455,1455,1,596974.48
1456,1456,1,495188.35
1457,1457,1,779527.01
1458,1458,1,332961.84
1459,1459,1,1824375.36
1460,1460,1,1121330.5
1461,1461,1,688095.22
